,0
213,-0.10858958244235706
214,-0.8156667200602628
215,0.7433687181941733
216,-0.31198640206490835
217,-0.5656773904035364
218,-0.23136649726377367
219,0.4483515324281371
220,0.7677874561352096
221,-0.8629048493786307
222,0.7084847064981317
223,0.575977599938243
224,-0.09908364728793395
225,-0.5235439964923323
226,0.5242270038069492
227,0.02026571183174486
228,-0.6459996575602176
229,0.5914694830493199
230,-0.6748642383374359
231,-0.1934772252014203
232,-0.4686116763293764
233,-0.22428687245588974
234,-0.4849011204751079
235,-0.44595788847158113
236,-0.3690680147247223
237,0.8216355999335381
238,0.07474791533006075
239,0.978314692397587
240,0.6351345255302392
241,0.439235598691307
242,0.21261116053836293
243,0.7313841344281624
244,-0.41463661635258475
245,0.030166507396846898
246,0.0037033389929879146
247,0.23809366124680875
248,0.7292831705825562
249,0.20721867993155718
